status,global_index,method,family,scheme,description,parameter_name,parameter_value,variant_index,family_size,selected_steps,mean_full_acc,mean_in_acc,mean_out_acc,support_loss,validation_loss,art_painting_full_acc,mean_full_acc,mean_in_acc,mean_out_acc,test_env0_in_acc,test_env0_out_acc
success,73,version_space_compression_selector,version_space_compression_selector,version_space_compression_selector__margin_eps_0p6_0p05,Version-space-inspired compression that preserves the full-bank disagreement region on source support.,margin_eps,0.6_0.05,4,19,"[50, 100, 400, 550, 1600, 2350, 2400, 3250, 4300, 5650, 6100, 6900, 7400, 8800, 9050, 9100, 11050, 12700, 13450]",0.87841796875,0.87614399023795,0.8875305623471883,0.12841336484193722,0.04710749430315835,0.87841796875,0.87841796875,0.87614399023795,0.8875305623471883,0.87614399023795,0.8875305623471883
success,17,checkpoint_banzhaf_selector,checkpoint_banzhaf_selector,checkpoint_banzhaf_selector__positive_mass_0p7,Game-theoretic family selector based on positive coalition value under uniform soups.,positive_mass,0.7,2,94,"[100, 150, 200, 250, 300, 350, 450, 500, 550, 600, 700, 750, 800, 850, 1000, 1050, 1150, 1200, 1400, 1450, 1550, 1650, 1700, 1850, 1900, 2000, 2250, 2300, 2350, 2700, 2750, 2900, 3000, 3100, 3200, 3300, 4350, 4400, 4500, 4600, 4700, 4850, 4950, 5350, 5400, 6050, 6100, 6300, 6900, 6950, 7000, 7300, 7450, 8150, 8200, 8400, 8450, 8550, 8600, 8750, 8900, 9000, 9050, 9150, 9200, 9550, 9600, 9650, 9700, 9850, 10050, 10450, 10500, 10700, 10850, 11050, 11700, 11750, 12800, 13050, 13100, 13150, 13200, 13250, 13300, 13350, 13500, 13550, 13700, 14500, 14700, 14800, 14850, 14900]",0.875,0.8706528370957901,0.8924205378973105,0.12887372393295182,0.04367806639193612,0.875,0.875,0.8706528370957901,0.8924205378973105,0.8706528370957901,0.8924205378973105
success,41,prequential_regret_selector,prequential_regret_selector,prequential_regret_selector__blocks_penalty_16_0p0025,Dynamic-programming selector that keeps the checkpoint specialists actually used by the minimum-regret switching path.,blocks_penalty,16_0.0025,1,14,"[200, 2600, 4500, 6200, 6900, 7300, 7550, 9650, 9850, 10750, 13150, 13200, 14700, 14850]",0.8740234375,0.8682123245881636,0.8973105134474327,0.1349171930523782,0.04618507898373514,0.8740234375,0.8740234375,0.8682123245881636,0.8973105134474327,0.8682123245881636,0.8973105134474327
success,25,conformal_ambiguity_coverage_selector,conformal_ambiguity_coverage_selector,conformal_ambiguity_coverage_selector__alpha_target_0p2_0p75,Validation-calibrated ambiguity coverage selector using split-conformal-style true-class nonconformity thresholds.,alpha_target,0.2_0.75,4,300,"[50, 100, 150, 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 950, 1000, 1050, 1100, 1150, 1200, 1250, 1300, 1350, 1400, 1450, 1500, 1550, 1600, 1650, 1700, 1750, 1800, 1850, 1900, 1950, 2000, 2050, 2100, 2150, 2200, 2250, 2300, 2350, 2400, 2450, 2500, 2550, 2600, 2650, 2700, 2750, 2800, 2850, 2900, 2950, 3000, 3050, 3100, 3150, 3200, 3250, 3300, 3350, 3400, 3450, 3500, 3550, 3600, 3650, 3700, 3750, 3800, 3850, 3900, 3950, 4000, 4050, 4100, 4150, 4200, 4250, 4300, 4350, 4400, 4450, 4500, 4550, 4600, 4650, 4700, 4750, 4800, 4850, 4900, 4950, 5000, 5050, 5100, 5150, 5200, 5250, 5300, 5350, 5400, 5450, 5500, 5550, 5600, 5650, 5700, 5750, 5800, 5850, 5900, 5950, 6000, 6050, 6100, 6150, 6200, 6250, 6300, 6350, 6400, 6450, 6500, 6550, 6600, 6650, 6700, 6750, 6800, 6850, 6900, 6950, 7000, 7050, 7100, 7150, 7200, 7250, 7300, 7350, 7400, 7450, 7500, 7550, 7600, 7650, 7700, 7750, 7800, 7850, 7900, 7950, 8000, 8050, 8100, 8150, 8200, 8250, 8300, 8350, 8400, 8450, 8500, 8550, 8600, 8650, 8700, 8750, 8800, 8850, 8900, 8950, 9000, 9050, 9100, 9150, 9200, 9250, 9300, 9350, 9400, 9450, 9500, 9550, 9600, 9650, 9700, 9750, 9800, 9850, 9900, 9950, 10000, 10050, 10100, 10150, 10200, 10250, 10300, 10350, 10400, 10450, 10500, 10550, 10600, 10650, 10700, 10750, 10800, 10850, 10900, 10950, 11000, 11050, 11100, 11150, 11200, 11250, 11300, 11350, 11400, 11450, 11500, 11550, 11600, 11650, 11700, 11750, 11800, 11850, 11900, 11950, 12000, 12050, 12100, 12150, 12200, 12250, 12300, 12350, 12400, 12450, 12500, 12550, 12600, 12650, 12700, 12750, 12800, 12850, 12900, 12950, 13000, 13050, 13100, 13150, 13200, 13250, 13300, 13350, 13400, 13450, 13500, 13550, 13600, 13650, 13700, 13750, 13800, 13850, 13900, 13950, 14000, 14050, 14100, 14150, 14200, 14250, 14300, 14350, 14400, 14450, 14500, 14550, 14600, 14650, 14700, 14750, 14800, 14850, 14900, 14950, 14999]",0.87353515625,0.8688224527150702,0.8924205378973105,0.1447354692124957,0.045266988675477876,0.87353515625,0.87353515625,0.8688224527150702,0.8924205378973105,0.8688224527150702,0.8924205378973105
success,9,bootstrap_stability_selector,bootstrap_stability_selector,bootstrap_stability_selector__fraction_freq_0p5_0p5,Resampling-based selector that keeps checkpoints surviving repeated support subsamples.,fraction_freq,0.5_0.5,0,9,"[250, 350, 450, 600, 800, 1000, 1650, 9600, 9650]",0.87255859375,0.8718730933496034,0.8753056234718827,0.11425048388829111,0.06444458917816397,0.87255859375,0.87255859375,0.8718730933496034,0.8753056234718827,0.8718730933496034,0.8753056234718827
success,65,topological_persistence_selector,topological_persistence_selector,topological_persistence_selector__feature_persistence_loss_0p7,"Persistent-component selector over checkpoint geometry, using long-lived branches as family representatives.",feature_persistence,loss_0.7,1,90,"[350, 1400, 1450, 2300, 2550, 2600, 3100, 3200, 3350, 3550, 3650, 3700, 3750, 3800, 3850, 4050, 4250, 4300, 4450, 4500, 4600, 4700, 4950, 5350, 5400, 5700, 5750, 5800, 6050, 6100, 6150, 6300, 6350, 6400, 6850, 6900, 6950, 7050, 7200, 7250, 7950, 8050, 8100, 8150, 8200, 8700, 8750, 8850, 8900, 9000, 9050, 9150, 9200, 9250, 9350, 10000, 10050, 10100, 10250, 10400, 10450, 10500, 10550, 10650, 10900, 11000, 11050, 11550, 11750, 11950, 12200, 12650, 12700, 13100, 13300, 13350, 13450, 13500, 13550, 13700, 13800, 13850, 14250, 14550, 14650, 14700, 14750, 14800, 14850, 14950]",0.86865234375,0.8645515558267236,0.8850855745721271,0.14480161892219165,0.043959688974403534,0.86865234375,0.86865234375,0.8645515558267236,0.8850855745721271,0.8645515558267236,0.8850855745721271
success,57,tangentprop_invariance_selector,tangentprop_invariance_selector,tangentprop_invariance_selector__threshold_0p005,"Finite-difference invariance selector inspired by TangentProp, using small deterministic brightness/contrast perturbations.",threshold,0.005,0,15,"[4050, 4300, 5100, 5200, 5550, 7100, 9400, 9500, 9950, 12850, 13050, 14350, 14400, 14550, 14850]",0.85888671875,0.8535692495424039,0.8801955990220048,0.15726222568732276,0.045353269235802296,0.85888671875,0.85888671875,0.8535692495424039,0.8801955990220048,0.8535692495424039,0.8801955990220048
success,33,minimum_description_length,minimum_description_length,minimum_description_length__feature_beta_loss_0p02,Greedy MDL family that adds checkpoints only when fit-plus-code-length improves.,feature_beta,loss_0.02,0,1,[350],0.85205078125,0.8535692495424039,0.8459657701711492,0.12219714657022114,0.0933011981869946,0.85205078125,0.85205078125,0.8535692495424039,0.8459657701711492,0.8535692495424039,0.8459657701711492
success,49,refined_kernel_herding_selector,refined_kernel_herding_selector,refined_kernel_herding_selector__feature_epsilon_prob_0p15,Adaptive-stop kernel herding baseline that greedily approximates the full-bank feature mean until a residual cutoff is met.,feature_epsilon,prob_0.15,4,1,[350],0.85205078125,0.8535692495424039,0.8459657701711492,0.12219714657022114,0.0933011981869946,0.85205078125,0.85205078125,0.8535692495424039,0.8459657701711492,0.8535692495424039,0.8459657701711492
success,1,control,control_best_validation_singleton,control_best_validation_singleton,Best single checkpoint under held-out validation loss.,control,best_validation_singleton,0,1,[5150],0.80908203125,0.8078096400244051,0.8141809290953546,0.17038437368014608,0.052928812316611035,0.80908203125,0.80908203125,0.8078096400244051,0.8141809290953546,0.8078096400244051,0.8141809290953546
