status,global_index,method,family,scheme,description,parameter_name,parameter_value,variant_index,family_size,selected_steps,mean_full_acc,mean_in_acc,mean_out_acc,support_loss,validation_loss,art_painting_full_acc,mean_full_acc,mean_in_acc,mean_out_acc,test_env0_in_acc,test_env0_out_acc
success,7,dpp_repulsive_subset,dpp_repulsive_subset,dpp_repulsive_subset__feature_gainfloor_loss_0p05,Greedy DPP MAP family with explicit subset repulsion and quality-weighted kernels.,feature_gainfloor,loss_0.05,2,110,"[150, 200, 250, 300, 350, 450, 500, 550, 600, 650, 700, 750, 800, 950, 1000, 1050, 1150, 1200, 1250, 1350, 1450, 1550, 1650, 1700, 1750, 1850, 1900, 1950, 2050, 2100, 2400, 2650, 2700, 2800, 2850, 2900, 3200, 3250, 3450, 3800, 4050, 4100, 4150, 4200, 4600, 4650, 4800, 4850, 4900, 5050, 5150, 5250, 5400, 5450, 5500, 5550, 5600, 6550, 6800, 6850, 6950, 7350, 7450, 7500, 7550, 7600, 7650, 7950, 8150, 8250, 8350, 8400, 8450, 8500, 8550, 8600, 8750, 8800, 9150, 9200, 9300, 9450, 9550, 9600, 9650, 9700, 9900, 10250, 11150, 11300, 11350, 11400, 11450, 11850, 11900, 12800, 13050, 13150, 13250, 13400, 13700, 13900, 13950, 14000, 14100, 14300, 14400, 14450, 14500, 14800]",0.87548828125,0.8730933496034167,0.8850855745721271,0.11577558226323444,0.07003212604327362,0.87548828125,0.87548828125,0.8730933496034167,0.8850855745721271,0.8730933496034167,0.8850855745721271
success,3,dpp_repulsive_subset,dpp_repulsive_subset,dpp_repulsive_subset__feature_gainfloor_loss_0p01,Greedy DPP MAP family with explicit subset repulsion and quality-weighted kernels.,feature_gainfloor,loss_0.01,0,209,"[100, 150, 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 950, 1000, 1050, 1150, 1200, 1250, 1300, 1350, 1450, 1500, 1550, 1600, 1650, 1700, 1750, 1800, 1850, 1900, 1950, 2000, 2050, 2100, 2150, 2200, 2250, 2300, 2350, 2400, 2450, 2650, 2700, 2750, 2800, 2850, 2900, 3000, 3050, 3200, 3250, 3300, 3400, 3450, 3550, 3600, 3800, 3850, 4000, 4050, 4100, 4150, 4200, 4250, 4400, 4450, 4600, 4650, 4800, 4850, 4900, 4950, 5050, 5100, 5150, 5250, 5300, 5400, 5450, 5500, 5550, 5600, 5800, 5850, 5900, 5950, 6000, 6050, 6250, 6300, 6350, 6500, 6550, 6600, 6650, 6800, 6850, 6900, 6950, 7050, 7100, 7150, 7200, 7250, 7300, 7350, 7450, 7500, 7550, 7600, 7650, 7700, 7750, 7800, 7850, 7900, 7950, 8000, 8050, 8150, 8250, 8300, 8350, 8400, 8450, 8500, 8550, 8600, 8650, 8700, 8750, 8800, 8900, 8950, 9150, 9200, 9250, 9300, 9450, 9500, 9550, 9600, 9650, 9700, 9750, 9850, 9900, 10150, 10200, 10250, 10300, 10550, 10600, 10700, 10750, 10850, 11100, 11150, 11200, 11250, 11300, 11350, 11400, 11450, 11500, 11650, 11700, 11750, 11850, 11900, 12000, 12350, 12450, 12550, 12750, 12800, 12950, 13000, 13050, 13100, 13150, 13250, 13300, 13350, 13400, 13500, 13600, 13700, 13750, 13900, 13950, 14000, 14050, 14100, 14150, 14250, 14300, 14350, 14400, 14450, 14500, 14600, 14800, 14950]",0.875,0.8718730933496034,0.8875305623471883,0.12062797925504583,0.07228170729735318,0.875,0.875,0.8718730933496034,0.8875305623471883,0.8718730933496034,0.8875305623471883
success,11,dpp_repulsive_subset,dpp_repulsive_subset,dpp_repulsive_subset__feature_gainfloor_loss_0p2,Greedy DPP MAP family with explicit subset repulsion and quality-weighted kernels.,feature_gainfloor,loss_0.2,4,49,"[150, 200, 250, 300, 350, 500, 600, 700, 750, 1000, 1150, 1250, 1550, 1700, 2100, 2400, 2700, 2800, 4100, 4650, 4800, 5150, 5250, 5400, 5450, 5500, 5550, 5600, 6550, 7350, 7450, 7500, 7550, 7600, 7650, 8350, 8500, 8550, 8600, 9200, 9450, 10250, 11150, 11300, 11400, 13050, 13700, 13900, 14400]",0.875,0.8730933496034167,0.882640586797066,0.1121866662611868,0.06451966563443176,0.875,0.875,0.8730933496034167,0.882640586797066,0.8730933496034167,0.882640586797066
success,39,stochastic_dominance_selector,stochastic_dominance_selector,stochastic_dominance_selector__order_slack_first_0p005,Distributional frontier selector based on empirical stochastic dominance instead of mean-loss ranking.,order_slack,first_0.005,3,78,"[100, 150, 200, 250, 300, 350, 450, 500, 550, 600, 650, 700, 750, 1000, 1150, 1250, 1550, 2100, 2400, 2700, 3200, 3400, 4100, 4150, 4800, 5150, 5250, 5400, 5500, 5600, 6550, 6650, 7350, 7500, 7550, 7600, 7650, 7800, 7950, 8000, 8150, 8350, 8450, 8500, 8550, 8600, 8650, 8750, 9200, 9450, 9550, 9600, 9700, 9750, 9900, 9950, 10250, 11150, 11300, 11900, 12250, 13050, 13150, 13250, 13700, 13900, 13950, 14000, 14050, 14100, 14150, 14300, 14350, 14400, 14450, 14500, 14600, 14650]",0.8740234375,0.87248322147651,0.8801955990220048,0.12794941452559852,0.061765366163449124,0.8740234375,0.8740234375,0.87248322147651,0.8801955990220048,0.87248322147651,0.8801955990220048
success,35,stochastic_dominance_selector,stochastic_dominance_selector,stochastic_dominance_selector__order_slack_first_0p001,Distributional frontier selector based on empirical stochastic dominance instead of mean-loss ranking.,order_slack,first_0.001,1,90,"[100, 150, 200, 250, 300, 350, 450, 500, 550, 600, 650, 700, 750, 1000, 1150, 1250, 1550, 1650, 2100, 2400, 2700, 3200, 3400, 4100, 4150, 4800, 4950, 5150, 5250, 5400, 5450, 5500, 5600, 6550, 6650, 7350, 7450, 7500, 7550, 7600, 7650, 7800, 7950, 8000, 8150, 8200, 8350, 8400, 8450, 8500, 8550, 8600, 8650, 8700, 8750, 9200, 9450, 9550, 9600, 9700, 9750, 9850, 9900, 9950, 10250, 10950, 11150, 11300, 11900, 12250, 12550, 13050, 13150, 13250, 13700, 13900, 13950, 14000, 14050, 14100, 14150, 14200, 14300, 14350, 14400, 14450, 14500, 14550, 14600, 14650]",0.87353515625,0.8718730933496034,0.8801955990220048,0.13517030980354167,0.05939592176876148,0.87353515625,0.87353515625,0.8718730933496034,0.8801955990220048,0.8718730933496034,0.8801955990220048
success,43,topological_persistence_selector,topological_persistence_selector,topological_persistence_selector__feature_persistence_loss_0p5,"Persistent-component selector over checkpoint geometry, using long-lived branches as family representatives.",feature_persistence,loss_0.5,0,150,"[1200, 1300, 1400, 1900, 2350, 2500, 2550, 2650, 2850, 3100, 3150, 3200, 3250, 3500, 3550, 3600, 3650, 3700, 3750, 3900, 3950, 4000, 4250, 4300, 4350, 4450, 4500, 4550, 4600, 4650, 4750, 4850, 5000, 5250, 5300, 5350, 5450, 5550, 5650, 5700, 5750, 5800, 5850, 5900, 5950, 6000, 6050, 6100, 6150, 6200, 6300, 6350, 6400, 6450, 6500, 6550, 6600, 6700, 6750, 6800, 6850, 6900, 6950, 7000, 7300, 7400, 7450, 7600, 7700, 7850, 7900, 7950, 8000, 8050, 8100, 8200, 8600, 8650, 8700, 8800, 8850, 8950, 9000, 9050, 9100, 9200, 9250, 9400, 9850, 9950, 10000, 10050, 10150, 10350, 10400, 10700, 10800, 10850, 10900, 11000, 11050, 11100, 11150, 11200, 11300, 11500, 11550, 11600, 11700, 11750, 12000, 12100, 12150, 12200, 12350, 12450, 12500, 12550, 12600, 12650, 12700, 12800, 12850, 12950, 13000, 13050, 13100, 13150, 13200, 13250, 13300, 13350, 13400, 13450, 13500, 13600, 13800, 13850, 13900, 14200, 14450, 14550, 14650, 14700, 14750, 14800, 14850, 14900, 14950, 14999]",0.8681640625,0.8627211714460037,0.8899755501222494,0.13335353349319565,0.06292261122217198,0.8681640625,0.8681640625,0.8627211714460037,0.8899755501222494,0.8627211714460037,0.8899755501222494
success,51,topological_persistence_selector,topological_persistence_selector,topological_persistence_selector__feature_persistence_loss_0p9,"Persistent-component selector over checkpoint geometry, using long-lived branches as family representatives.",feature_persistence,loss_0.9,4,30,"[3900, 3950, 4500, 5750, 6100, 6150, 6400, 6700, 7600, 8100, 8700, 9000, 9100, 9950, 10000, 10050, 10400, 10900, 11000, 11550, 11750, 12200, 12500, 12850, 13450, 13800, 13850, 14700, 14850, 14999]",0.8662109375,0.860280658938377,0.8899755501222494,0.15866190654164453,0.06731896161907862,0.8662109375,0.8662109375,0.860280658938377,0.8899755501222494,0.860280658938377,0.8899755501222494
success,47,topological_persistence_selector,topological_persistence_selector,topological_persistence_selector__feature_persistence_loss_0p7,"Persistent-component selector over checkpoint geometry, using long-lived branches as family representatives.",feature_persistence,loss_0.7,2,90,"[2350, 2550, 2650, 2850, 3150, 3500, 3600, 3700, 3750, 3900, 3950, 4000, 4300, 4450, 4500, 4600, 4650, 4850, 5000, 5350, 5450, 5550, 5700, 5750, 6050, 6100, 6150, 6200, 6300, 6350, 6400, 6450, 6500, 6700, 6750, 6800, 6850, 7000, 7400, 7600, 7850, 7900, 8050, 8100, 8200, 8650, 8700, 8800, 8950, 9000, 9050, 9100, 9200, 9950, 10000, 10050, 10350, 10400, 10900, 11000, 11100, 11150, 11200, 11500, 11550, 11700, 11750, 12100, 12150, 12200, 12500, 12550, 12600, 12650, 12700, 12850, 13050, 13100, 13150, 13200, 13450, 13800, 13850, 13900, 14550, 14650, 14700, 14750, 14850, 14999]",0.8662109375,0.8608907870652837,0.8875305623471883,0.13414668004279143,0.09002948389584277,0.8662109375,0.8662109375,0.8608907870652837,0.8875305623471883,0.8608907870652837,0.8875305623471883
success,23,prequential_regret_selector,prequential_regret_selector,prequential_regret_selector__blocks_penalty_16_0p0,Dynamic-programming selector that keeps the checkpoint specialists actually used by the minimum-regret switching path.,blocks_penalty,16_0.0,0,16,"[2700, 3950, 4650, 4850, 5400, 6450, 7550, 9600, 10650, 12850, 12900, 12950, 13050, 13550, 13850, 14850]",0.85400390625,0.8474679682733374,0.8801955990220048,0.15556289565822395,0.07040548438848067,0.85400390625,0.85400390625,0.8474679682733374,0.8801955990220048,0.8474679682733374,0.8801955990220048
success,27,prequential_regret_selector,prequential_regret_selector,prequential_regret_selector__blocks_penalty_16_0p0025,Dynamic-programming selector that keeps the checkpoint specialists actually used by the minimum-regret switching path.,blocks_penalty,16_0.0025,2,16,"[2700, 3950, 4650, 4850, 5400, 6450, 7550, 9600, 10650, 12850, 12900, 12950, 13050, 13550, 13850, 14850]",0.85400390625,0.8474679682733374,0.8801955990220048,0.13510311317138046,0.06795481423369977,0.85400390625,0.85400390625,0.8474679682733374,0.8801955990220048,0.8474679682733374,0.8801955990220048
