status,global_index,method,family,scheme,description,parameter_name,parameter_value,variant_index,family_size,selected_steps,mean_full_acc,mean_in_acc,mean_out_acc,support_loss,validation_loss,art_painting_full_acc,mean_full_acc,mean_in_acc,mean_out_acc,test_env0_in_acc,test_env0_out_acc
success,74,version_space_compression_selector,version_space_compression_selector,version_space_compression_selector__margin_eps_0p6_0p1,Version-space-inspired compression that preserves the full-bank disagreement region on source support.,margin_eps,0.6_0.1,5,8,"[50, 100, 1600, 3250, 5650, 6100, 9050, 13450]",0.8818359375,0.8779743746186699,0.8973105134474327,0.12516974887628743,0.049755181025463245,0.8818359375,0.8818359375,0.8779743746186699,0.8973105134474327,0.8779743746186699,0.8973105134474327
success,2,control,control_fixed_graphdiff24_uniform,control_fixed_graphdiff24_uniform,"Uniform soup over the known 24-step graph-diff family, used only as a reference control.",control,fixed_graphdiff24_uniform,0,24,"[250, 350, 450, 600, 650, 850, 900, 950, 1000, 1250, 1300, 1550, 2050, 2100, 3000, 3400, 4100, 4550, 5100, 6650, 6800, 7450, 8000, 13950]",0.87841796875,0.8767541183648566,0.8850855745721271,0.1327193392009804,0.05205693639063535,0.87841796875,0.87841796875,0.8767541183648566,0.8850855745721271,0.8767541183648566,0.8850855745721271
success,18,checkpoint_banzhaf_selector,checkpoint_banzhaf_selector,checkpoint_banzhaf_selector__positive_mass_0p8,Game-theoretic family selector based on positive coalition value under uniform soups.,positive_mass,0.8,3,118,"[100, 150, 200, 250, 300, 350, 400, 450, 500, 550, 600, 700, 750, 800, 850, 900, 1000, 1050, 1150, 1200, 1300, 1350, 1400, 1450, 1550, 1650, 1700, 1850, 1900, 2000, 2250, 2300, 2350, 2400, 2650, 2700, 2750, 2850, 2900, 2950, 3000, 3100, 3200, 3300, 4350, 4400, 4500, 4600, 4700, 4750, 4850, 4950, 5350, 5400, 5450, 6050, 6100, 6300, 6900, 6950, 7000, 7300, 7450, 8150, 8200, 8350, 8400, 8450, 8500, 8550, 8600, 8650, 8750, 8800, 8900, 9000, 9050, 9150, 9200, 9350, 9550, 9600, 9650, 9700, 9850, 10050, 10150, 10400, 10450, 10500, 10650, 10700, 10800, 10850, 10950, 11050, 11700, 11750, 12700, 12800, 12950, 13000, 13050, 13100, 13150, 13200, 13250, 13300, 13350, 13500, 13550, 13700, 14350, 14500, 14700, 14800, 14850, 14900]",0.87451171875,0.8700427089688835,0.8924205378973105,0.1315671199573075,0.04432786946349284,0.87451171875,0.87451171875,0.8700427089688835,0.8924205378973105,0.8700427089688835,0.8924205378973105
success,26,conformal_ambiguity_coverage_selector,conformal_ambiguity_coverage_selector,conformal_ambiguity_coverage_selector__alpha_target_0p2_0p9,Validation-calibrated ambiguity coverage selector using split-conformal-style true-class nonconformity thresholds.,alpha_target,0.2_0.9,5,300,"[50, 100, 150, 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 950, 1000, 1050, 1100, 1150, 1200, 1250, 1300, 1350, 1400, 1450, 1500, 1550, 1600, 1650, 1700, 1750, 1800, 1850, 1900, 1950, 2000, 2050, 2100, 2150, 2200, 2250, 2300, 2350, 2400, 2450, 2500, 2550, 2600, 2650, 2700, 2750, 2800, 2850, 2900, 2950, 3000, 3050, 3100, 3150, 3200, 3250, 3300, 3350, 3400, 3450, 3500, 3550, 3600, 3650, 3700, 3750, 3800, 3850, 3900, 3950, 4000, 4050, 4100, 4150, 4200, 4250, 4300, 4350, 4400, 4450, 4500, 4550, 4600, 4650, 4700, 4750, 4800, 4850, 4900, 4950, 5000, 5050, 5100, 5150, 5200, 5250, 5300, 5350, 5400, 5450, 5500, 5550, 5600, 5650, 5700, 5750, 5800, 5850, 5900, 5950, 6000, 6050, 6100, 6150, 6200, 6250, 6300, 6350, 6400, 6450, 6500, 6550, 6600, 6650, 6700, 6750, 6800, 6850, 6900, 6950, 7000, 7050, 7100, 7150, 7200, 7250, 7300, 7350, 7400, 7450, 7500, 7550, 7600, 7650, 7700, 7750, 7800, 7850, 7900, 7950, 8000, 8050, 8100, 8150, 8200, 8250, 8300, 8350, 8400, 8450, 8500, 8550, 8600, 8650, 8700, 8750, 8800, 8850, 8900, 8950, 9000, 9050, 9100, 9150, 9200, 9250, 9300, 9350, 9400, 9450, 9500, 9550, 9600, 9650, 9700, 9750, 9800, 9850, 9900, 9950, 10000, 10050, 10100, 10150, 10200, 10250, 10300, 10350, 10400, 10450, 10500, 10550, 10600, 10650, 10700, 10750, 10800, 10850, 10900, 10950, 11000, 11050, 11100, 11150, 11200, 11250, 11300, 11350, 11400, 11450, 11500, 11550, 11600, 11650, 11700, 11750, 11800, 11850, 11900, 11950, 12000, 12050, 12100, 12150, 12200, 12250, 12300, 12350, 12400, 12450, 12500, 12550, 12600, 12650, 12700, 12750, 12800, 12850, 12900, 12950, 13000, 13050, 13100, 13150, 13200, 13250, 13300, 13350, 13400, 13450, 13500, 13550, 13600, 13650, 13700, 13750, 13800, 13850, 13900, 13950, 14000, 14050, 14100, 14150, 14200, 14250, 14300, 14350, 14400, 14450, 14500, 14550, 14600, 14650, 14700, 14750, 14800, 14850, 14900, 14950, 14999]",0.87353515625,0.8688224527150702,0.8924205378973105,0.1447354692124957,0.045266988675477876,0.87353515625,0.87353515625,0.8688224527150702,0.8924205378973105,0.8688224527150702,0.8924205378973105
success,66,topological_persistence_selector,topological_persistence_selector,topological_persistence_selector__feature_persistence_prob_0p7,"Persistent-component selector over checkpoint geometry, using long-lived branches as family representatives.",feature_persistence,prob_0.7,1,90,"[50, 100, 150, 200, 300, 350, 400, 650, 750, 900, 1050, 1150, 1300, 1350, 1400, 1450, 1550, 1600, 1850, 2200, 2300, 3100, 3200, 3750, 3900, 4200, 4350, 4500, 4550, 5350, 5750, 5800, 5900, 5950, 6050, 6100, 6150, 6250, 6300, 6350, 6400, 6700, 6750, 6900, 6950, 7000, 7050, 7300, 7350, 7500, 8750, 8800, 8850, 8900, 8950, 9000, 9050, 9100, 9150, 9200, 9350, 9600, 10050, 10100, 10250, 10400, 10500, 10650, 10950, 11000, 11050, 11150, 11250, 11300, 11350, 11400, 11550, 11700, 11750, 12600, 12650, 12700, 13300, 13350, 13450, 13500, 14550, 14700, 14750, 14950]",0.8720703125,0.8676021964612569,0.8899755501222494,0.1341419676955853,0.04573578753375581,0.8720703125,0.8720703125,0.8676021964612569,0.8899755501222494,0.8676021964612569,0.8899755501222494
success,42,prequential_regret_selector,prequential_regret_selector,prequential_regret_selector__blocks_penalty_32_0p0025,Dynamic-programming selector that keeps the checkpoint specialists actually used by the minimum-regret switching path.,blocks_penalty,32_0.0025,1,27,"[3000, 3200, 4650, 5600, 6200, 6250, 6900, 7250, 8500, 8800, 8900, 8950, 9650, 9850, 9900, 10500, 10550, 10800, 13150, 13200, 13250, 13500, 13550, 13650, 14350, 14450, 14800]",0.86328125,0.8572300183038438,0.8875305623471883,0.14183525007023642,0.044216919189491194,0.86328125,0.86328125,0.8572300183038438,0.8875305623471883,0.8572300183038438,0.8875305623471883
success,10,bootstrap_stability_selector,bootstrap_stability_selector,bootstrap_stability_selector__fraction_freq_0p5_0p65,Resampling-based selector that keeps checkpoints surviving repeated support subsamples.,fraction_freq,0.5_0.65,1,2,"[350, 9600]",0.861328125,0.860280658938377,0.8655256723716381,0.11419532728036924,0.06937583138336655,0.861328125,0.861328125,0.860280658938377,0.8655256723716381,0.860280658938377,0.8655256723716381
success,58,tangentprop_invariance_selector,tangentprop_invariance_selector,tangentprop_invariance_selector__threshold_0p01,"Finite-difference invariance selector inspired by TangentProp, using small deterministic brightness/contrast perturbations.",threshold,0.01,1,15,"[4050, 4300, 5100, 5200, 5550, 7100, 9400, 9500, 9950, 12850, 13050, 14350, 14400, 14550, 14850]",0.85888671875,0.8535692495424039,0.8801955990220048,0.15726222568732276,0.045353269235802296,0.85888671875,0.85888671875,0.8535692495424039,0.8801955990220048,0.8535692495424039,0.8801955990220048
success,34,minimum_description_length,minimum_description_length,minimum_description_length__feature_beta_prob_0p02,Greedy MDL family that adds checkpoints only when fit-plus-code-length improves.,feature_beta,prob_0.02,0,1,[350],0.85205078125,0.8535692495424039,0.8459657701711492,0.12219714657022114,0.0933011981869946,0.85205078125,0.85205078125,0.8535692495424039,0.8459657701711492,0.8535692495424039,0.8459657701711492
success,50,refined_kernel_herding_selector,refined_kernel_herding_selector,refined_kernel_herding_selector__feature_epsilon_prob_0p2,Adaptive-stop kernel herding baseline that greedily approximates the full-bank feature mean until a residual cutoff is met.,feature_epsilon,prob_0.2,5,1,[350],0.85205078125,0.8535692495424039,0.8459657701711492,0.12219714657022114,0.0933011981869946,0.85205078125,0.85205078125,0.8535692495424039,0.8459657701711492,0.8535692495424039,0.8459657701711492
