status,global_index,category,family,scheme,description,parameter_name,parameter_value,variant_index,is_control,mean_full_acc,mean_in_acc,mean_out_acc,support_loss,validation_loss,top_weights,art_painting_full_acc,mean_full_acc,mean_in_acc,mean_out_acc,test_env0_in_acc,test_env0_out_acc
success,647,subspace,soup_marginal_contribution,soup_marginal_contribution__power_2p0,Prefer checkpoints with large marginal contribution to the leave-one-out committee.,power,2.0,6,False,0.88720703125,0.884685784014643,0.8973105134474327,0.1261562060952039,0.07675844042741951,"[{'index': 23, 'rank': 1, 'step': 13950, 'weight': 0.1552472012618817}, {'index': 22, 'rank': 2, 'step': 8000, 'weight': 0.1307301197600998}, {'index': 17, 'rank': 3, 'step': 4550, 'weight': 0.098330540373157}, {'index': 9, 'rank': 4, 'step': 1250, 'weight': 0.0956739122204047}, {'index': 19, 'rank': 5, 'step': 6650, 'weight': 0.08911464113560362}]",0.88720703125,0.88720703125,0.884685784014643,0.8973105134474327,0.884685784014643,0.8973105134474327
success,623,subspace,redundancy_guarded_pivotality,redundancy_guarded_pivotality__alpha_0p15,Prefer pivotal checkpoints while suppressing redundant ones.,alpha,0.15,2,False,0.88671875,0.8828553996339231,0.902200488997555,0.11746189671607972,0.0727390170942585,"[{'index': 23, 'rank': 1, 'step': 13950, 'weight': 0.0917853605751979}, {'index': 22, 'rank': 2, 'step': 8000, 'weight': 0.08550738420606724}, {'index': 17, 'rank': 3, 'step': 4550, 'weight': 0.07794322093359146}, {'index': 9, 'rank': 4, 'step': 1250, 'weight': 0.07037284050036734}, {'index': 19, 'rank': 5, 'step': 6650, 'weight': 0.07029120326636444}]",0.88671875,0.88671875,0.8828553996339231,0.902200488997555,0.8828553996339231,0.902200488997555
success,535,error_structure,hard_example_committee,hard_example_committee__temperature_0p04,Prefer checkpoints that improve the hardest support examples.,temperature,0.04,4,False,0.8837890625,0.8822452715070165,0.8899755501222494,0.14707565090588012,0.07644738980075892,"[{'index': 22, 'rank': 1, 'step': 8000, 'weight': 0.16920764209319267}, {'index': 23, 'rank': 2, 'step': 13950, 'weight': 0.10975077974618692}, {'index': 11, 'rank': 3, 'step': 1550, 'weight': 0.08690322342469982}, {'index': 9, 'rank': 4, 'step': 1250, 'weight': 0.07292288990933757}, {'index': 14, 'rank': 5, 'step': 3000, 'weight': 0.06679197908328896}]",0.8837890625,0.8837890625,0.8822452715070165,0.8899755501222494,0.8822452715070165,0.8899755501222494
success,695,trajectory,phase_canceling_pair,phase_canceling_pair__temperature_0p04,Prefer checkpoints whose residual error pattern cancels other family members.,temperature,0.04,4,False,0.8828125,0.8791946308724832,0.8973105134474327,0.1177776825658702,0.05482895839802858,"[{'index': 23, 'rank': 1, 'step': 13950, 'weight': 0.20877347603114876}, {'index': 3, 'rank': 2, 'step': 600, 'weight': 0.20877347603114876}, {'index': 0, 'rank': 3, 'step': 250, 'weight': 0.10326145929844842}, {'index': 19, 'rank': 4, 'step': 6650, 'weight': 0.10326145929844842}, {'index': 17, 'rank': 5, 'step': 4550, 'weight': 0.056069417563231215}]",0.8828125,0.8828125,0.8791946308724832,0.8973105134474327,0.8791946308724832,0.8973105134474327
success,451,domain,residual_shift_compromise,residual_shift_compromise__alpha_0p05,Prefer checkpoints that both correct the committee residual and oppose the family source-domain residual.,alpha,0.05,0,False,0.8818359375,0.8791946308724832,0.8924205378973105,0.12457302130899592,0.09045382188398297,"[{'index': 22, 'rank': 1, 'step': 8000, 'weight': 0.08342734165865379}, {'index': 9, 'rank': 2, 'step': 1250, 'weight': 0.06729315036342005}, {'index': 17, 'rank': 3, 'step': 4550, 'weight': 0.06497982940419242}, {'index': 21, 'rank': 4, 'step': 7450, 'weight': 0.06291020899842821}, {'index': 23, 'rank': 5, 'step': 13950, 'weight': 0.06249830280677905}]",0.8818359375,0.8818359375,0.8791946308724832,0.8924205378973105,0.8791946308724832,0.8924205378973105
success,443,domain,hard_gain_worst_domain_tradeoff,hard_gain_worst_domain_tradeoff__alpha_0p15,Prefer checkpoints that rescue hard examples without blowing up the worst source domain.,alpha,0.15,2,False,0.880859375,0.8779743746186699,0.8924205378973105,0.12056475140080594,0.07141241550195117,"[{'index': 22, 'rank': 1, 'step': 8000, 'weight': 0.09578983562681663}, {'index': 23, 'rank': 2, 'step': 13950, 'weight': 0.07814674431405585}, {'index': 11, 'rank': 3, 'step': 1550, 'weight': 0.07310783968385687}, {'index': 9, 'rank': 4, 'step': 1250, 'weight': 0.06823275929540963}, {'index': 14, 'rank': 5, 'step': 3000, 'weight': 0.06425198036541108}]",0.880859375,0.880859375,0.8779743746186699,0.8924205378973105,0.8779743746186699,0.8924205378973105
success,631,subspace,residual_to_uniform_soup,residual_to_uniform_soup__temperature_0p01,Prefer checkpoints that correct the uniform committee residual directly.,temperature,0.01,0,False,0.880859375,0.8779743746186699,0.8924205378973105,0.10636342928806046,0.06538651169849043,"[{'index': 22, 'rank': 1, 'step': 8000, 'weight': 0.06739345006981197}, {'index': 9, 'rank': 2, 'step': 1250, 'weight': 0.05558486121551552}, {'index': 17, 'rank': 3, 'step': 4550, 'weight': 0.05295481339904344}, {'index': 23, 'rank': 4, 'step': 13950, 'weight': 0.05180524501786607}, {'index': 21, 'rank': 5, 'step': 7450, 'weight': 0.05130916533496092}]",0.880859375,0.880859375,0.8779743746186699,0.8924205378973105,0.8779743746186699,0.8924205378973105
success,659,trajectory,acceleration_minimizer,acceleration_minimizer__power_4p0,Prefer checkpoints with low second-derivative norm in prediction space.,power,4.0,8,False,0.88037109375,0.8785845027455765,0.8875305623471883,0.12474429404193704,0.06553857310228989,"[{'index': 0, 'rank': 1, 'step': 250, 'weight': 0.2708044377469673}, {'index': 23, 'rank': 2, 'step': 13950, 'weight': 0.1779452052186939}, {'index': 13, 'rank': 3, 'step': 2100, 'weight': 0.04900271695641317}, {'index': 19, 'rank': 4, 'step': 6650, 'weight': 0.039473619022187614}, {'index': 12, 'rank': 5, 'step': 2050, 'weight': 0.03774662700178854}]",0.88037109375,0.88037109375,0.8785845027455765,0.8875305623471883,0.8785845027455765,0.8875305623471883
success,255,consensus,redundancy_penalized_quality,redundancy_penalized_quality__power_1p25,Prefer accurate checkpoints that are not redundant with highly similar peers.,power,1.25,4,False,0.8798828125,0.87614399023795,0.8948655256723717,0.14251835421851017,0.09450440263735647,"[{'index': 18, 'rank': 1, 'step': 5100, 'weight': 0.09726663831096508}, {'index': 22, 'rank': 2, 'step': 8000, 'weight': 0.0785587185492013}, {'index': 17, 'rank': 3, 'step': 4550, 'weight': 0.07681922275110477}, {'index': 3, 'rank': 4, 'step': 600, 'weight': 0.06286054839963945}, {'index': 12, 'rank': 5, 'step': 2050, 'weight': 0.061468574250573456}]",0.8798828125,0.8798828125,0.87614399023795,0.8948655256723717,0.87614399023795,0.8948655256723717
success,27,blend,denoised_residual_committee,denoised_residual_committee__alpha_0p5,Prefer checkpoints whose low-rank-denoised projection quality aligns with committee residual correction.,alpha,0.5,6,False,0.8798828125,0.8773642464917633,0.8899755501222494,0.11157927652661673,0.0737314614929071,"[{'index': 0, 'rank': 1, 'step': 250, 'weight': 0.09053295816109597}, {'index': 8, 'rank': 2, 'step': 1000, 'weight': 0.08561645049764133}, {'index': 17, 'rank': 3, 'step': 4550, 'weight': 0.06902450598853932}, {'index': 23, 'rank': 4, 'step': 13950, 'weight': 0.06311820554726899}, {'index': 1, 'rank': 5, 'step': 350, 'weight': 0.06239423830215543}]",0.8798828125,0.8798828125,0.8773642464917633,0.8899755501222494,0.8773642464917633,0.8899755501222494
